SectionID,event_count,frequency_raw,trend_raw,mtbf_raw,age_raw,recency_raw,mtbf_days,first_event,last_event,frequency_score,trend_score,mtbf_score,age_score,recency_score,risk_score,rank,category
150,301,301,0.03215273609146045,16.37844426145833,11.693360711841205,1259.0,16.37844426145833,2009-02-06 06:57:04.743,2022-07-21 19:45:00.000,100.0,0.21634977798596033,99.37197410864327,59.22575215653272,99.47401641068798,70.79845912294722,1,High
1441,6,6,4000.0,0.0499212962962963,10.595482546201232,3657.0,0.0499212962962963,2015-12-27 19:24:46.000,2015-12-28 01:24:12.000,1.9933554817275747,100.0,99.99810613824009,50.788975383968015,49.021670523879656,55.67836023703744,2,Medium
495,157,157,0.05415279226883024,31.14328569659603,11.737166324435318,1234.0,31.14328569659603,2009-04-26 23:40:18.067,2022-08-15 08:08:00.000,52.159468438538205,0.21689859387506027,98.80580286619946,59.5623816536924,100.0,54.027437340566266,3,Medium
80,124,124,0.07573167758262367,39.53351896237955,11.693360711841205,1305.0,39.53351896237955,2009-02-10 19:03:07.283,2022-06-05 10:00:00.000,41.19601328903654,0.21743690318817274,98.48407175832742,59.22575215653272,98.50620660635389,49.942974104913986,4,Medium
886,45,45,0.2954033139839235,97.69739057239056,16.999315537303218,1538.0,97.69739057239056,2010-01-07 14:32:00.000,2021-10-15 06:58:40.000,14.950166112956811,0.22291685666963845,96.25372532355888,100.0,93.60403955396592,43.899436373810666,5,Medium
244,43,43,0.04174692405701968,99.8242858327822,16.999315537303218,1429.0,99.8242858327822,2010-08-11 10:59:19.570,2022-02-02 01:52:08.000,14.285714285714285,0.2165891156838307,96.17216759485494,100.0,95.8973280033663,43.87831359822857,6,Medium
54,42,42,-0.07799997563239905,117.32869769929992,16.999315537303218,1322.0,117.32869769929992,2009-03-17 15:00:19.270,2022-05-19 02:26:38.000,13.953488372093023,0.21360189598356416,95.50094503833434,100.0,98.14853776562171,43.85216418845749,7,Medium
624,41,41,0.01051083138514391,119.63773292824074,16.999315537303218,1298.0,119.63773292824074,2009-05-05 20:26:00.000,2022-06-12 08:39:25.000,13.621262458471762,0.215809896583956,95.41240298726261,100.0,98.65348201136125,43.76922313319976,8,Medium
562,37,37,0.17928829974816174,137.2306653269676,16.999315537303218,1240.0,137.2306653269676,2009-01-29 10:56:13.567,2022-08-09 18:13:55.000,12.29235880398671,0.22002023839458135,94.73778603061093,100.0,99.87376393856512,43.29226424097269,9,Medium
228,36,36,-0.05803718397341746,129.3028686838624,16.999315537303218,1290.0,129.3028686838624,2010-01-29 02:13:08.100,2022-06-20 16:37:43.000,11.960132890365449,0.21409989004162075,95.04178458657151,100.0,98.8217967599411,43.13010807744672,10,Medium
873,35,35,0.002069213851805754,143.35071288364654,16.999315537303218,1252.0,143.35071288364654,2009-03-24 10:14:25.833,2022-07-28 08:25:20.000,11.627906976744185,0.21559931103841698,94.50310725372044,100.0,99.62129181569534,42.98641790193369,11,Medium
863,42,42,-0.018892273131689633,96.51417753500452,15.742642026009582,1490.0,96.51417753500452,2011-02-01 11:30:57.500,2021-12-02 13:28:00.000,13.953488372093023,0.21507640341386566,96.29909670112467,90.34294130023144,94.61392804544498,42.69299630587861,12,Medium
443,32,32,0.011605213410539456,153.17538417226703,16.999315537303218,1318.0,153.17538417226703,2009-05-23 10:08:18.033,2022-05-23 20:37:27.000,10.631229235880399,0.2158371971617109,94.126371318254,100.0,98.23269513991164,42.423433309490534,13,Medium
918,51,51,0.22852536329761458,85.36478565671295,14.743326488706366,1855.0,85.36478565671295,2009-03-27 17:41:08.963,2020-12-02 23:25:43.000,16.943521594684384,0.22124851174946306,96.72663024965318,82.66358089627603,86.93456764148958,42.290685589784104,14,Medium
1223,42,42,-0.0005397718546302015,98.56538347532747,14.622861054072553,1309.0,98.56538347532747,2011-05-09 07:29:09.577,2022-06-01 11:49:24.000,13.953488372093023,0.21553422698596808,96.22044134807922,81.7378497790869,98.42204923206396,42.19768265770998,15,Medium
90,70,70,-0.10477339845780768,69.84323570736044,9.779603011635865,1300.0,69.84323570736044,2009-03-31 00:51:00.000,2022-06-10 05:14:53.993,23.25581395348837,0.2129340031503045,97.32181816671167,44.519250999368815,98.61140332421628,41.97019745020935,16,Medium
1524,24,24,-0.058678509005179014,99.23782357085345,16.999315537303218,1322.0,99.23782357085345,2016-02-17 15:35:00.000,2022-05-19 02:51:43.000,7.973421926910299,0.21408389147485932,96.1946560224443,100.0,98.14853776562171,41.89800362833836,17,Medium
1172,28,28,0.03555706686627962,163.27050067601164,16.999315537303218,1326.0,163.27050067601164,2010-04-20 08:36:00.000,2022-05-15 15:53:03.977,9.30232558139535,0.21643470280642033,93.73926491561171,100.0,98.0643803913318,41.864213651445496,18,Medium
774,25,25,-0.04968984648516078,194.9108892423804,16.999315537303218,1235.0,194.9108892423804,2009-10-23 22:02:30.067,2022-08-14 18:42:50.000,8.305647840531561,0.21430812366649427,92.52598550555358,100.0,99.97896065642752,41.46364694185614,19,Medium
876,40,40,0.015140200555207362,115.96201923076923,14.72416153319644,1553.0,115.96201923076923,2009-05-13 18:53:00.000,2021-09-30 07:20:00.000,13.2890365448505,0.2159253813507473,95.55335156433385,82.51630549126865,93.28844940037871,41.39628993806687,20,Medium
